"3","30","35","1","25","70","80","21","2"
3140958.31951252,28449.9057633879,3293.16679168182,954818.985221198,1952446.03284069,0,127.727014043421,992570.963396527,1362694.25452591
0,2437423.78695826,275450.801572336,6371.38018726829,594491.865049501,0,0,164.236032671147,11428.0126401433
0,0,17530926.1272525,27188.3680538538,1420349.71999369,0,3.0448707976206,18959.6583691789,0
0,0,0,8063514.15637247,4540114.59138174,0,617.183386242907,1059552.27132713,265903.660295466
0,0,0,0,81971093.8161211,10716.2340436218,765.390591961948,5762839.53036554,400774.274956825
0,0,0,0,0,4920973.81698275,0,0,0
0,0,0,0,0,0,2164664.85977566,847.770654021789,0
0,0,0,0,0,0,0,16175815.8203794,2816.63002728821
0,0,0,0,0,0,0,0,26855347.7538448
